objectid,event_dow,event_type,apprehension_made,hood_158_loc
5067,Tuesday,Person in Crisis,No,54
5068,Tuesday,Suicide-related,No,140
5069,Tuesday,Person in Crisis,No,167
5070,Tuesday,Person in Crisis,No,169
5071,Tuesday,Person in Crisis,No,99
5072,Tuesday,Person in Crisis,No,34
5073,Tuesday,Person in Crisis,No,8
5074,Tuesday,Person in Crisis,No,73
5075,Tuesday,Person in Crisis,Yes,31
5076,Tuesday,Person in Crisis,No,1
5077,Tuesday,Person in Crisis,No,78
5078,Tuesday,Suicide-related,No,160
5079,Tuesday,Suicide-related,No,138
5080,Tuesday,Suicide-related,Yes,2
5081,Tuesday,Person in Crisis,No,107
5082,Tuesday,Suicide-related,No,160
5083,Tuesday,Person in Crisis,No,110
5084,Tuesday,Person in Crisis,No,85
5085,Wednesday,Person in Crisis,Yes,168
5086,Wednesday,Person in Crisis,No,79
5087,Wednesday,Person in Crisis,No,111
5088,Wednesday,Person in Crisis,No,27
5089,Wednesday,Person in Crisis,No,78
5090,Wednesday,Person in Crisis,No,64
5091,Wednesday,Person in Crisis,No,54
5092,Wednesday,Person in Crisis,No,73
5093,Wednesday,Person in Crisis,No,73
5094,Wednesday,Person in Crisis,Yes,73
5095,Wednesday,Suicide-related,Yes,139
5096,Wednesday,Person in Crisis,No,87
5097,Wednesday,Suicide-related,No,70
5098,Wednesday,Suicide-related,No,87
5099,Wednesday,Suicide-related,Yes,53
5100,Wednesday,Person in Crisis,No,38
5101,Wednesday,Overdose,No,65
5102,Wednesday,Person in Crisis,No,110
5103,Wednesday,Person in Crisis,No,135
5104,Wednesday,Person in Crisis,No,154
5105,Wednesday,Person in Crisis,Yes,73
5106,Wednesday,Person in Crisis,No,164
5107,Wednesday,Suicide-related,Yes,128
5108,Wednesday,Overdose,No,165
5109,Wednesday,Suicide-related,No,15
5110,Wednesday,Suicide-related,No,85
5111,Wednesday,Person in Crisis,No,122
5112,Wednesday,Suicide-related,No,170
5113,Wednesday,Person in Crisis,No,78
5114,Wednesday,Suicide-related,Yes,5
5115,Wednesday,Person in Crisis,No,70
5116,Wednesday,Suicide-related,No,63
5117,Wednesday,Person in Crisis,Yes,118
5118,Wednesday,Person in Crisis,No,73
5119,Wednesday,Person in Crisis,No,69
5120,Wednesday,Person in Crisis,No,65
5121,Wednesday,Person in Crisis,Yes,154
5122,Wednesday,Person in Crisis,No,173
5123,Wednesday,Person in Crisis,No,110
5124,Wednesday,Person in Crisis,No,167
5125,Wednesday,Person in Crisis,No,85
5126,Wednesday,Suicide-related,No,85
5127,Wednesday,Overdose,Yes,33
5128,Wednesday,Person in Crisis,Yes,78
5129,Wednesday,Suicide-related,No,62
5130,Wednesday,Person in Crisis,No,35
5131,Wednesday,Suicide-related,No,70
5132,Wednesday,Suicide-related,Yes,43
5133,Wednesday,Person in Crisis,No,78
5134,Wednesday,Suicide-related,No,121
5135,Wednesday,Suicide-related,No,34
5136,Wednesday,Person in Crisis,No,170
5137,Wednesday,Suicide-related,Yes,54
5138,Wednesday,Suicide-related,Yes,59
5139,Wednesday,Person in Crisis,Yes,162
5140,Wednesday,Person in Crisis,No,9
5141,Wednesday,Person in Crisis,No,170
5142,Wednesday,Person in Crisis,No,170
5143,Wednesday,Person in Crisis,No,170
5144,Wednesday,Suicide-related,No,95
5145,Wednesday,Overdose,No,172
5146,Wednesday,Person in Crisis,Yes,136
5147,Wednesday,Person in Crisis,Yes,54
5148,Wednesday,Suicide-related,No,171
5149,Wednesday,Suicide-related,No,166
5150,Wednesday,Person in Crisis,No,155
5151,Wednesday,Suicide-related,No,73
5152,Wednesday,Person in Crisis,No,39
5153,Wednesday,Person in Crisis,No,169
5154,Wednesday,Person in Crisis,No,8
5155,Wednesday,Suicide-related,No,171
5156,Wednesday,Person in Crisis,No,172
5157,Wednesday,Person in Crisis,No,87
5158,Wednesday,Suicide-related,Yes,139
5159,Wednesday,Person in Crisis,No,73
5160,Wednesday,Person in Crisis,No,162
5161,Wednesday,Person in Crisis,No,170
5162,Wednesday,Suicide-related,No,87
5163,Wednesday,Person in Crisis,No,171
5164,Thursday,Person in Crisis,Yes,10
5165,Thursday,Person in Crisis,No,33
5166,Thursday,Person in Crisis,No,146
5167,Thursday,Person in Crisis,No,150
5168,Thursday,Suicide-related,Yes,22
5169,Thursday,Person in Crisis,No,78
5170,Thursday,Person in Crisis,No,47
5171,Thursday,Person in Crisis,Yes,151
5172,Thursday,Suicide-related,No,71
5173,Thursday,Overdose,No,152
5174,Thursday,Person in Crisis,No,139
5175,Thursday,Person in Crisis,No,72
5176,Thursday,Suicide-related,Yes,165
5177,Thursday,Suicide-related,No,111
5178,Thursday,Person in Crisis,No,47
5179,Thursday,Suicide-related,Yes,92
5180,Thursday,Suicide-related,No,125
5181,Thursday,Person in Crisis,No,126
5182,Thursday,Person in Crisis,No,87
5183,Thursday,Suicide-related,No,57
5184,Thursday,Overdose,No,170
5185,Thursday,Person in Crisis,Yes,56
5186,Thursday,Suicide-related,No,110
5187,Thursday,Suicide-related,No,155
5188,Thursday,Suicide-related,Yes,167
5189,Thursday,Suicide-related,No,27
5190,Thursday,Person in Crisis,No,73
5191,Thursday,Person in Crisis,No,54
5192,Thursday,Person in Crisis,Yes,18
5193,Thursday,Suicide-related,No,170
5194,Thursday,Person in Crisis,Yes,27
5195,Thursday,Person in Crisis,No,30
5196,Thursday,Person in Crisis,No,108
5197,Thursday,Person in Crisis,No,168
5198,Thursday,Person in Crisis,No,78
5199,Thursday,Person in Crisis,No,141
5200,Thursday,Person in Crisis,No,71
5201,Thursday,Person in Crisis,No,71
5202,Thursday,Person in Crisis,No,146
5203,Thursday,Person in Crisis,Yes,135
5204,Thursday,Person in Crisis,No,87
5205,Thursday,Suicide-related,Yes,2
5206,Thursday,Person in Crisis,No,55
5207,Thursday,Person in Crisis,No,24
5208,Thursday,Person in Crisis,No,81
5209,Thursday,Person in Crisis,No,2
5210,Thursday,Suicide-related,No,54
5211,Thursday,Person in Crisis,Yes,164
5212,Thursday,Person in Crisis,Yes,162
5213,Thursday,Person in Crisis,No,100
5214,Thursday,Person in Crisis,No,165
5215,Thursday,Suicide-related,No,38
5216,Thursday,Person in Crisis,Yes,8
5217,Thursday,Suicide-related,No,171
5218,Thursday,Suicide-related,Yes,100
5219,Thursday,Suicide-related,No,47
5220,Thursday,Suicide-related,No,71
5221,Thursday,Person in Crisis,No,159
5222,Thursday,Person in Crisis,No,81
5223,Thursday,Person in Crisis,No,136
5224,Thursday,Suicide-related,No,118
5225,Thursday,Person in Crisis,No,167
5226,Thursday,Suicide-related,No,40
5227,Thursday,Person in Crisis,No,83
5228,Thursday,Person in Crisis,No,84
5229,Thursday,Person in Crisis,No,27
5230,Thursday,Person in Crisis,No,70
5231,Thursday,Person in Crisis,Yes,115
5232,Thursday,Person in Crisis,No,133
5233,Thursday,Person in Crisis,No,18
5234,Thursday,Suicide-related,No,27
5235,Thursday,Person in Crisis,Yes,163
5236,Friday,Person in Crisis,No,111
5237,Friday,Person in Crisis,No,110
5238,Friday,Person in Crisis,No,136
5239,Friday,Person in Crisis,No,73
5240,Friday,Person in Crisis,No,165
5241,Friday,Person in Crisis,No,162
5242,Friday,Person in Crisis,No,6
5243,Friday,Person in Crisis,No,78
5244,Friday,Suicide-related,No,74
5245,Friday,Overdose,Yes,135
5246,Friday,Suicide-related,No,59
5247,Friday,Person in Crisis,No,159
5248,Friday,Overdose,No,78
5249,Friday,Person in Crisis,No,158
5250,Friday,Person in Crisis,No,55
5251,Friday,Suicide-related,No,72
5252,Friday,Person in Crisis,No,136
5253,Friday,Person in Crisis,No,47
5254,Friday,Suicide-related,No,8
5255,Friday,Suicide-related,No,47
5256,Friday,Person in Crisis,Yes,154
5257,Friday,Person in Crisis,Yes,27
5258,Friday,Person in Crisis,No,73
5259,Friday,Suicide-related,No,85
5260,Friday,Person in Crisis,No,78
5261,Friday,Person in Crisis,No,11
5262,Friday,Suicide-related,No,168
5263,Friday,Person in Crisis,Yes,95
5264,Friday,Suicide-related,No,2
5265,Friday,Person in Crisis,No,54
5266,Friday,Suicide-related,No,107
5267,Friday,Person in Crisis,No,24
5268,Friday,Person in Crisis,No,168
5269,Friday,Person in Crisis,No,170
5270,Friday,Person in Crisis,Yes,73
5271,Friday,Suicide-related,No,32
5272,Friday,Person in Crisis,No,85
5273,Friday,Person in Crisis,No,170
5274,Friday,Person in Crisis,Yes,87
5275,Friday,Suicide-related,No,16
5276,Friday,Person in Crisis,No,1
5277,Friday,Overdose,No,69
5278,Friday,Person in Crisis,No,162
5279,Friday,Person in Crisis,No,70
5280,Friday,Suicide-related,No,124
5281,Friday,Suicide-related,No,1
5282,Friday,Suicide-related,No,119
5283,Friday,Person in Crisis,Yes,42
5284,Friday,Person in Crisis,No,168
5285,Friday,Person in Crisis,Yes,112
5286,Friday,Person in Crisis,No,85
5287,Friday,Person in Crisis,Yes,25
5288,Friday,Person in Crisis,No,78
5289,Friday,Suicide-related,Yes,120
5290,Friday,Suicide-related,No,136
5291,Friday,Person in Crisis,No,85
5292,Friday,Person in Crisis,No,103
5293,Friday,Person in Crisis,No,72
5294,Friday,Suicide-related,No,103
5295,Friday,Suicide-related,Yes,100
5296,Friday,Suicide-related,Yes,142
5297,Friday,Overdose,No,108
5298,Saturday,Suicide-related,No,70
5299,Saturday,Person in Crisis,No,136
5300,Saturday,Person in Crisis,No,73
5301,Saturday,Person in Crisis,Yes,73
5302,Saturday,Suicide-related,Yes,25
5303,Saturday,Person in Crisis,No,54
5304,Saturday,Person in Crisis,No,87
5305,Saturday,Person in Crisis,No,54
5306,Saturday,Person in Crisis,No,124
5307,Saturday,Suicide-related,Yes,20
5308,Saturday,Person in Crisis,No,53
5309,Saturday,Person in Crisis,No,74
5310,Saturday,Person in Crisis,No,43
5311,Saturday,Suicide-related,No,167
5312,Saturday,Overdose,No,78
5313,Saturday,Person in Crisis,No,41
5314,Saturday,Suicide-related,No,141
5315,Saturday,Suicide-related,No,115
5316,Saturday,Suicide-related,No,5
5317,Saturday,Person in Crisis,No,166
5318,Saturday,Suicide-related,Yes,167
5319,Saturday,Suicide-related,Yes,142
5320,Saturday,Suicide-related,No,111
5321,Saturday,Person in Crisis,No,55
5322,Saturday,Person in Crisis,No,96
5323,Saturday,Suicide-related,No,23
5324,Saturday,Suicide-related,Yes,101
5325,Saturday,Person in Crisis,No,120
5326,Saturday,Suicide-related,No,27
5327,Saturday,Person in Crisis,No,172
5328,Saturday,Person in Crisis,No,73
5329,Saturday,Person in Crisis,No,84
5330,Saturday,Person in Crisis,No,11
5331,Saturday,Overdose,No,72
5332,Saturday,Person in Crisis,No,36
5333,Saturday,Person in Crisis,No,141
5334,Saturday,Person in Crisis,No,71
5335,Saturday,Suicide-related,No,141
5336,Saturday,Person in Crisis,No,142
5337,Saturday,Suicide-related,No,110
5338,Saturday,Overdose,No,91
5339,Saturday,Person in Crisis,No,73
5340,Saturday,Person in Crisis,No,56
5341,Saturday,Suicide-related,No,133
5342,Saturday,Person in Crisis,No,139
5343,Saturday,Suicide-related,No,168
5344,Saturday,Person in Crisis,No,91
5345,Saturday,Suicide-related,No,36
5346,Saturday,Overdose,No,78
5347,Saturday,Suicide-related,Yes,161
5348,Saturday,Suicide-related,Yes,147
5349,Saturday,Suicide-related,No,135
5350,Saturday,Person in Crisis,No,69
5351,Saturday,Overdose,No,111
5352,Saturday,Suicide-related,No,44
5353,Saturday,Overdose,Yes,96
5354,Sunday,Suicide-related,No,90
5355,Sunday,Suicide-related,No,61
5356,Sunday,Suicide-related,Yes,61
5357,Sunday,Person in Crisis,No,78
5358,Sunday,Suicide-related,Yes,13
5359,Sunday,Suicide-related,No,123
5360,Sunday,Person in Crisis,Yes,95
5361,Sunday,Person in Crisis,No,124
5362,Sunday,Person in Crisis,No,80
5363,Sunday,Person in Crisis,No,168
5364,Sunday,Suicide-related,Yes,27
5365,Sunday,Suicide-related,No,110
5366,Sunday,Person in Crisis,No,61
5367,Sunday,Overdose,No,164
5368,Sunday,Suicide-related,No,170
5369,Sunday,Person in Crisis,Yes,113
5370,Sunday,Person in Crisis,No,138
5371,Sunday,Suicide-related,Yes,90
5372,Sunday,Suicide-related,Yes,171
5373,Sunday,Suicide-related,Yes,171
5374,Sunday,Suicide-related,No,2
5375,Sunday,Person in Crisis,No,73
5376,Sunday,Suicide-related,No,34
5377,Sunday,Suicide-related,No,73
5378,Sunday,Person in Crisis,No,99
5379,Sunday,Overdose,No,168
5380,Sunday,Person in Crisis,No,164
5381,Sunday,Suicide-related,Yes,1
5382,Sunday,Person in Crisis,No,78
5383,Sunday,Person in Crisis,No,36
5384,Sunday,Suicide-related,Yes,36
5385,Sunday,Person in Crisis,No,38
5386,Sunday,Person in Crisis,No,170
5387,Sunday,Person in Crisis,Yes,27
5388,Sunday,Person in Crisis,No,119
5389,Sunday,Suicide-related,Yes,7
5390,Sunday,Person in Crisis,No,129
5391,Sunday,Suicide-related,Yes,62
5392,Sunday,Suicide-related,Yes,164
5393,Sunday,Person in Crisis,No,78
5394,Sunday,Person in Crisis,No,1
5395,Sunday,Person in Crisis,No,134
5396,Sunday,Person in Crisis,No,107
5397,Sunday,Person in Crisis,No,163
5398,Sunday,Person in Crisis,No,154
5399,Sunday,Person in Crisis,No,158
5400,Sunday,Person in Crisis,No,136
5402,Sunday,Suicide-related,Yes,30
5403,Sunday,Person in Crisis,No,124
5404,Sunday,Suicide-related,No,39
5405,Sunday,Overdose,Yes,27
5406,Sunday,Person in Crisis,No,68
5407,Sunday,Suicide-related,No,85
5408,Sunday,Person in Crisis,No,126
5409,Sunday,Person in Crisis,No,37
5410,Sunday,Person in Crisis,No,159
5411,Sunday,Person in Crisis,No,171
5412,Sunday,Person in Crisis,No,70
5413,Monday,Person in Crisis,Yes,67
5414,Monday,Overdose,No,40
5415,Monday,Suicide-related,Yes,7
5416,Monday,Suicide-related,No,167
5417,Monday,Person in Crisis,No,33
5418,Monday,Person in Crisis,Yes,2
5419,Monday,Person in Crisis,No,55
5420,Monday,Person in Crisis,No,43
5421,Monday,Suicide-related,Yes,42
5422,Monday,Suicide-related,No,63
5423,Monday,Suicide-related,No,74
5424,Monday,Suicide-related,No,167
5425,Monday,Person in Crisis,No,73
5426,Monday,Person in Crisis,No,85
5427,Monday,Person in Crisis,No,120
5428,Monday,Overdose,No,94
5429,Monday,Person in Crisis,No,160
5430,Monday,Suicide-related,Yes,166
5431,Monday,Person in Crisis,No,39
5432,Monday,Person in Crisis,Yes,90
5433,Monday,Person in Crisis,No,85
5434,Monday,Person in Crisis,No,99
5435,Monday,Person in Crisis,No,124
5436,Monday,Person in Crisis,No,136
5437,Monday,Suicide-related,Yes,111
5438,Monday,Person in Crisis,No,155
5439,Monday,Person in Crisis,No,158
5440,Monday,Suicide-related,No,170
5441,Monday,Person in Crisis,No,42
5442,Monday,Person in Crisis,No,1
5443,Monday,Suicide-related,Yes,34
5444,Monday,Suicide-related,No,170
5445,Monday,Suicide-related,Yes,55
5446,Monday,Suicide-related,Yes,56
5447,Monday,Person in Crisis,No,53
5448,Monday,Person in Crisis,No,170
5449,Monday,Person in Crisis,No,21
5450,Monday,Overdose,Yes,85
5451,Monday,Person in Crisis,No,70
5452,Monday,Person in Crisis,No,152
5453,Monday,Suicide-related,Yes,163
5454,Monday,Person in Crisis,Yes,158
5455,Monday,Person in Crisis,No,154
5456,Monday,Person in Crisis,No,96
5457,Monday,Person in Crisis,No,162
5458,Monday,Overdose,No,32
5459,Monday,Person in Crisis,No,56
5460,Monday,Suicide-related,Yes,27
5461,Monday,Person in Crisis,No,65
5462,Monday,Person in Crisis,No,70
5463,Monday,Person in Crisis,No,57
5464,Monday,Suicide-related,No,8
5465,Monday,Person in Crisis,No,73
5466,Monday,Person in Crisis,No,122
5467,Monday,Person in Crisis,Yes,68
5468,Monday,Person in Crisis,No,109
5469,Monday,Suicide-related,Yes,65
5470,Monday,Suicide-related,No,85
5471,Monday,Person in Crisis,No,57
5472,Tuesday,Suicide-related,No,79
5473,Tuesday,Person in Crisis,No,73
5474,Tuesday,Overdose,No,165
5475,Tuesday,Person in Crisis,No,166
5476,Tuesday,Person in Crisis,Yes,162
5477,Tuesday,Suicide-related,No,136
5478,Tuesday,Suicide-related,Yes,9
5479,Tuesday,Person in Crisis,Yes,48
5480,Tuesday,Suicide-related,No,166
5481,Tuesday,Person in Crisis,No,78
5482,Tuesday,Person in Crisis,Yes,159
5483,Tuesday,Person in Crisis,Yes,1
5484,Tuesday,Person in Crisis,Yes,65
5485,Tuesday,Suicide-related,No,43
5486,Tuesday,Person in Crisis,No,32
5487,Tuesday,Person in Crisis,No,74
5488,Tuesday,Suicide-related,No,27
5489,Tuesday,Suicide-related,No,18
5490,Tuesday,Person in Crisis,No,71
5491,Tuesday,Person in Crisis,No,70
5492,Tuesday,Person in Crisis,Yes,85
5493,Tuesday,Person in Crisis,No,91
5494,Tuesday,Person in Crisis,No,162
5495,Tuesday,Person in Crisis,Yes,33
5496,Tuesday,Person in Crisis,No,162
5497,Tuesday,Person in Crisis,No,42
5498,Tuesday,Person in Crisis,No,165
5499,Tuesday,Person in Crisis,Yes,25
5500,Tuesday,Overdose,No,107
5501,Tuesday,Person in Crisis,No,120
5502,Tuesday,Person in Crisis,No,96
5503,Tuesday,Person in Crisis,Yes,113
5504,Tuesday,Person in Crisis,Yes,168
5505,Tuesday,Person in Crisis,Yes,163
5506,Tuesday,Person in Crisis,Yes,98
5507,Tuesday,Suicide-related,No,122
5508,Tuesday,Suicide-related,No,86
5509,Tuesday,Person in Crisis,No,58
5510,Tuesday,Person in Crisis,No,81
5511,Tuesday,Person in Crisis,No,73
5512,Tuesday,Person in Crisis,No,91
5513,Tuesday,Person in Crisis,No,139
5514,Tuesday,Person in Crisis,No,126
5515,Tuesday,Person in Crisis,No,3
5516,Tuesday,Person in Crisis,No,142
5517,Tuesday,Person in Crisis,Yes,35
5518,Tuesday,Person in Crisis,Yes,124
5519,Tuesday,Person in Crisis,Yes,73
5520,Tuesday,Suicide-related,Yes,68
5521,Tuesday,Suicide-related,No,25
5522,Wednesday,Person in Crisis,Yes,168
5523,Wednesday,Overdose,No,87
5524,Wednesday,Person in Crisis,No,170
5525,Wednesday,Overdose,Yes,88
5526,Wednesday,Person in Crisis,Yes,157
5527,Wednesday,Person in Crisis,No,68
5528,Wednesday,Suicide-related,Yes,124
5529,Wednesday,Person in Crisis,No,169
5530,Wednesday,Person in Crisis,No,81
5531,Wednesday,Person in Crisis,No,112
5532,Wednesday,Suicide-related,No,166
5533,Wednesday,Suicide-related,Yes,78
5534,Wednesday,Suicide-related,No,5
5535,Wednesday,Suicide-related,No,98
5536,Wednesday,Suicide-related,No,97
5537,Wednesday,Person in Crisis,No,38
5538,Wednesday,Person in Crisis,No,115
5539,Wednesday,Suicide-related,Yes,92
5540,Wednesday,Overdose,Yes,12
5541,Wednesday,Suicide-related,No,79
5542,Wednesday,Overdose,No,146
5543,Wednesday,Person in Crisis,No,167
5544,Wednesday,Suicide-related,No,89
5545,Wednesday,Person in Crisis,No,79
5546,Wednesday,Person in Crisis,Yes,52
5547,Wednesday,Person in Crisis,No,168
5548,Wednesday,Person in Crisis,No,85
5549,Wednesday,Person in Crisis,Yes,46
5550,Wednesday,Person in Crisis,No,25
5551,Wednesday,Person in Crisis,No,44
5552,Wednesday,Person in Crisis,No,113
5553,Wednesday,Person in Crisis,No,52
5554,Wednesday,Person in Crisis,No,170
5555,Wednesday,Suicide-related,No,110
5556,Wednesday,Person in Crisis,No,108
5557,Wednesday,Person in Crisis,No,30
5558,Wednesday,Person in Crisis,No,170
5559,Wednesday,Person in Crisis,No,169
5560,Wednesday,Overdose,Yes,35
5561,Wednesday,Suicide-related,No,62
5562,Wednesday,Person in Crisis,No,80
5563,Wednesday,Person in Crisis,No,74
5564,Wednesday,Person in Crisis,No,112
5565,Wednesday,Suicide-related,No,11
5566,Wednesday,Person in Crisis,Yes,158
5567,Wednesday,Person in Crisis,No,116
5568,Wednesday,Person in Crisis,No,85
5569,Wednesday,Person in Crisis,No,136
5570,Wednesday,Person in Crisis,No,136
5571,Wednesday,Overdose,No,69
5572,Wednesday,Person in Crisis,Yes,73
5573,Wednesday,Person in Crisis,No,70
5574,Wednesday,Person in Crisis,No,54
5575,Wednesday,Person in Crisis,Yes,69
5576,Wednesday,Person in Crisis,No,47
5577,Wednesday,Person in Crisis,No,78
5578,Wednesday,Suicide-related,No,164
5579,Wednesday,Overdose,No,48
5580,Wednesday,Person in Crisis,No,166
5581,Wednesday,Person in Crisis,No,71
5582,Wednesday,Person in Crisis,Yes,22
5583,Wednesday,Person in Crisis,No,73
5584,Wednesday,Person in Crisis,No,170
5585,Wednesday,Person in Crisis,No,111
5586,Wednesday,Person in Crisis,No,35
5587,Wednesday,Person in Crisis,No,43
5588,Wednesday,Person in Crisis,Yes,165
5589,Wednesday,Person in Crisis,No,170
5590,Wednesday,Person in Crisis,No,7
5591,Wednesday,Person in Crisis,Yes,107
5592,Thursday,Person in Crisis,No,36
5593,Thursday,Person in Crisis,No,38
5594,Thursday,Person in Crisis,No,142
5595,Thursday,Person in Crisis,No,170
5596,Thursday,Person in Crisis,Yes,162
5597,Thursday,Person in Crisis,No,40
5598,Thursday,Suicide-related,No,73
5599,Thursday,Suicide-related,No,7
5600,Thursday,Person in Crisis,Yes,158
5601,Thursday,Suicide-related,No,113
5602,Thursday,Person in Crisis,No,2
5603,Thursday,Suicide-related,No,168
5604,Thursday,Suicide-related,Yes,70
5605,Thursday,Person in Crisis,No,80
5606,Thursday,Suicide-related,Yes,123
5607,Thursday,Overdose,No,159
5608,Thursday,Suicide-related,No,1
5609,Thursday,Suicide-related,No,120
5610,Thursday,Overdose,No,1
5611,Thursday,Person in Crisis,Yes,68
5612,Thursday,Person in Crisis,No,119
5613,Thursday,Person in Crisis,No,152
5614,Thursday,Suicide-related,Yes,129
5615,Thursday,Person in Crisis,No,164
5616,Thursday,Person in Crisis,No,110
