objectid,event_type,hood_158_loc
19723,Person in Crisis,101
19724,Person in Crisis,162
19725,Overdose,6
19726,Person in Crisis,78
19727,Person in Crisis,168
19728,Overdose,18
19729,Suicide-related,87
19730,Overdose,133
19731,Suicide-related,55
19732,Person in Crisis,78
19733,Person in Crisis,83
19734,Person in Crisis,46
19735,Person in Crisis,170
19736,Suicide-related,29
19737,Person in Crisis,168
19738,Overdose,73
19739,Overdose,163
19740,Person in Crisis,27
19741,Person in Crisis,71
19742,Person in Crisis,31
19743,Person in Crisis,107
19744,Person in Crisis,85
19745,Suicide-related,159
19746,Person in Crisis,146
19747,Person in Crisis,33
19748,Person in Crisis,57
19749,Overdose,122
19750,Person in Crisis,158
19751,Person in Crisis,162
19752,Person in Crisis,122
19753,Person in Crisis,163
19754,Suicide-related,165
19755,Suicide-related,170
19756,Person in Crisis,85
19757,Person in Crisis,73
19758,Suicide-related,133
19759,Suicide-related,113
19761,Person in Crisis,133
19762,Person in Crisis,170
19763,Person in Crisis,154
19764,Suicide-related,96
19765,Person in Crisis,174
19766,Person in Crisis,81
19767,Suicide-related,143
19768,Person in Crisis,37
19769,Person in Crisis,174
19770,Person in Crisis,25
19771,Suicide-related,74
19772,Person in Crisis,59
19773,Person in Crisis,101
19774,Suicide-related,159
19775,Person in Crisis,78
19776,Suicide-related,118
19777,Person in Crisis,63
19778,Person in Crisis,88
19779,Suicide-related,81
19780,Person in Crisis,74
19781,Person in Crisis,70
19782,Suicide-related,74
19783,Suicide-related,47
19784,Suicide-related,155
19785,Person in Crisis,78
19786,Overdose,87
19787,Suicide-related,164
19788,Person in Crisis,171
19789,Person in Crisis,85
19790,Person in Crisis,73
19791,Person in Crisis,36
19792,Person in Crisis,73
19793,Person in Crisis,47
19794,Suicide-related,43
19795,Suicide-related,18
19796,Person in Crisis,2
19797,Suicide-related,30
19798,Person in Crisis,124
19799,Person in Crisis,154
19800,Person in Crisis,159
19801,Suicide-related,85
19802,Person in Crisis,150
19803,Person in Crisis,33
19804,Person in Crisis,124
19805,Suicide-related,167
19806,Person in Crisis,43
19807,Person in Crisis,95
19808,Overdose,167
19809,Person in Crisis,81
19810,Suicide-related,37
19811,Person in Crisis,167
19812,Person in Crisis,171
19813,Person in Crisis,149
19814,Person in Crisis,73
19815,Person in Crisis,33
19816,Person in Crisis,116
19817,Suicide-related,94
19818,Person in Crisis,115
19819,Suicide-related,153
19820,Person in Crisis,31
19821,Person in Crisis,112
19822,Overdose,146
19823,Suicide-related,139
19824,Suicide-related,72
19825,Suicide-related,169
19826,Person in Crisis,37
19827,Suicide-related,122
19828,Person in Crisis,148
19829,Person in Crisis,38
19830,Person in Crisis,25
19831,Person in Crisis,84
19832,Suicide-related,52
19833,Person in Crisis,154
19834,Person in Crisis,107
19835,Person in Crisis,74
19836,Person in Crisis,99
19837,Suicide-related,1
19838,Suicide-related,84
19839,Person in Crisis,87
19840,Person in Crisis,161
19841,Suicide-related,160
19842,Person in Crisis,52
19843,Person in Crisis,78
19844,Person in Crisis,38
19845,Person in Crisis,98
19846,Person in Crisis,155
19847,Suicide-related,118
19848,Person in Crisis,102
19849,Person in Crisis,43
19850,Person in Crisis,99
19851,Person in Crisis,116
19852,Suicide-related,150
19853,Person in Crisis,99
19854,Overdose,163
19855,Person in Crisis,94
19856,Suicide-related,147
19857,Suicide-related,140
19858,Overdose,55
19859,Person in Crisis,135
19860,Suicide-related,95
19861,Person in Crisis,85
19862,Person in Crisis,140
19863,Person in Crisis,78
19864,Person in Crisis,62
19865,Suicide-related,170
19866,Person in Crisis,79
19867,Suicide-related,141
19868,Overdose,146
19869,Person in Crisis,61
19870,Person in Crisis,81
19871,Person in Crisis,159
19872,Person in Crisis,102
19873,Person in Crisis,85
19874,Overdose,73
19875,Person in Crisis,126
19876,Person in Crisis,99
19877,Person in Crisis,111
19878,Suicide-related,9
19879,Person in Crisis,124
19880,Person in Crisis,174
19881,Suicide-related,64
19882,Person in Crisis,159
19883,Person in Crisis,78
19884,Overdose,23
19885,Person in Crisis,174
19886,Suicide-related,102
19887,Person in Crisis,2
19889,Suicide-related,54
19890,Person in Crisis,151
19891,Person in Crisis,139
19892,Suicide-related,7
19893,Person in Crisis,79
19894,Person in Crisis,33
19895,Person in Crisis,60
19896,Suicide-related,38
19897,Suicide-related,120
19898,Person in Crisis,111
19899,Person in Crisis,111
19900,Person in Crisis,120
19901,Person in Crisis,92
19902,Overdose,42
19903,Suicide-related,27
19904,Suicide-related,126
19905,Person in Crisis,7
19906,Person in Crisis,159
19907,Person in Crisis,1
19908,Suicide-related,68
19909,Person in Crisis,63
19910,Person in Crisis,27
19911,Suicide-related,108
19912,Suicide-related,16
19913,Person in Crisis,73
19914,Person in Crisis,159
19915,Person in Crisis,165
19916,Person in Crisis,124
19917,Overdose,97
19918,Person in Crisis,162
19919,Person in Crisis,81
19920,Suicide-related,133
19921,Person in Crisis,167
19922,Person in Crisis,71
19923,Person in Crisis,85
19924,Person in Crisis,1
19925,Overdose,126
19926,Person in Crisis,112
19927,Overdose,98
19928,Suicide-related,53
19929,Person in Crisis,28
19930,Person in Crisis,128
19931,Person in Crisis,135
19932,Person in Crisis,90
19933,Person in Crisis,56
19934,Person in Crisis,87
19935,Person in Crisis,107
19936,Person in Crisis,124
19937,Suicide-related,159
19938,Person in Crisis,118
19939,Person in Crisis,31
19940,Suicide-related,115
19941,Suicide-related,83
19942,Person in Crisis,78
19943,Person in Crisis,85
19944,Suicide-related,59
19945,Person in Crisis,16
19946,Suicide-related,165
19947,Person in Crisis,16
19948,Person in Crisis,124
19949,Overdose,16
19950,Person in Crisis,98
19951,Suicide-related,162
19952,Suicide-related,85
19953,Suicide-related,72
19954,Suicide-related,72
19955,Person in Crisis,169
19956,Suicide-related,140
19957,Person in Crisis,162
19958,Person in Crisis,57
19959,Suicide-related,129
19960,Person in Crisis,28
19961,Person in Crisis,90
19962,Person in Crisis,68
19963,Person in Crisis,114
19964,Suicide-related,144
19965,Person in Crisis,126
19966,Person in Crisis,78
19967,Suicide-related,81
19968,Suicide-related,170
19969,Person in Crisis,86
19970,Suicide-related,24
19971,Person in Crisis,78
19972,Person in Crisis,145
19973,Suicide-related,87
19974,Person in Crisis,138
19975,Person in Crisis,80
19976,Person in Crisis,99
19977,Suicide-related,53
19978,Suicide-related,149
19979,Person in Crisis,42
19980,Person in Crisis,162
19981,Person in Crisis,85
19982,Person in Crisis,164
19983,Overdose,5
19984,Suicide-related,25
19985,Person in Crisis,124
19986,Suicide-related,27
19987,Suicide-related,153
19988,Suicide-related,159
19989,Person in Crisis,36
19990,Person in Crisis,128
19991,Suicide-related,170
19992,Overdose,83
19993,Suicide-related,169
19994,Person in Crisis,98
19995,Person in Crisis,170
19996,Person in Crisis,168
19997,Person in Crisis,73
19998,Overdose,124
19999,Overdose,12
20000,Person in Crisis,73
20001,Person in Crisis,71
20002,Person in Crisis,55
20003,Suicide-related,63
20004,Person in Crisis,128
20005,Person in Crisis,73
20006,Overdose,25
20007,Person in Crisis,143
20008,Suicide-related,49
20009,Person in Crisis,88
20010,Suicide-related,118
20011,Person in Crisis,120
20012,Person in Crisis,71
20013,Person in Crisis,160
20014,Person in Crisis,100
20015,Person in Crisis,170
20016,Person in Crisis,79
20017,Person in Crisis,47
20018,Person in Crisis,85
20019,Suicide-related,90
20020,Person in Crisis,170
20021,Suicide-related,133
20022,Suicide-related,87
20023,Suicide-related,107
20024,Person in Crisis,171
20025,Suicide-related,143
20026,Person in Crisis,116
20027,Suicide-related,95
20028,Person in Crisis,146
20029,Suicide-related,73
20030,Suicide-related,52
20031,Person in Crisis,100
20032,Person in Crisis,158
20033,Person in Crisis,30
20034,Person in Crisis,138
20035,Suicide-related,95
20036,Person in Crisis,136
20037,Person in Crisis,170
20038,Person in Crisis,32
20039,Person in Crisis,170
20040,Suicide-related,25
20041,Person in Crisis,78
20042,Person in Crisis,39
20043,Suicide-related,111
20044,Person in Crisis,163
20045,Suicide-related,139
20046,Person in Crisis,85
20047,Person in Crisis,107
20048,Person in Crisis,1
20049,Person in Crisis,168
20050,Person in Crisis,73
20051,Suicide-related,155
20052,Person in Crisis,174
20053,Person in Crisis,12
20054,Suicide-related,44
20055,Person in Crisis,69
20056,Person in Crisis,135
20057,Person in Crisis,95
20058,Person in Crisis,73
20059,Suicide-related,78
20060,Person in Crisis,170
20061,Person in Crisis,16
20062,Person in Crisis,170
20063,Suicide-related,162
20064,Suicide-related,160
20065,Person in Crisis,156
20066,Person in Crisis,83
20067,Person in Crisis,168
20068,Suicide-related,110
20069,Person in Crisis,92
20070,Person in Crisis,141
20071,Person in Crisis,85
20072,Suicide-related,166
20073,Overdose,71
20074,Person in Crisis,55
20075,Suicide-related,141
20076,Person in Crisis,62
20077,Suicide-related,114
20078,Suicide-related,19
20079,Suicide-related,126
20080,Overdose,157
20081,Suicide-related,85
20082,Person in Crisis,90
20083,Person in Crisis,153
20084,Person in Crisis,168
20085,Overdose,54
20086,Person in Crisis,171
20087,Person in Crisis,155
20088,Suicide-related,159
20089,Person in Crisis,95
20090,Person in Crisis,73
20091,Suicide-related,16
20092,Suicide-related,13
20093,Person in Crisis,1
20094,Overdose,73
20095,Suicide-related,173
20096,Person in Crisis,154
20097,Suicide-related,95
20098,Overdose,171
20099,Person in Crisis,166
20100,Suicide-related,25
20101,Person in Crisis,162
20102,Person in Crisis,124
20103,Overdose,60
20104,Person in Crisis,85
20105,Suicide-related,16
20106,Person in Crisis,121
20107,Suicide-related,130
20108,Person in Crisis,78
20109,Person in Crisis,28
20110,Person in Crisis,162
20111,Overdose,72
20112,Overdose,105
20113,Person in Crisis,84
20114,Person in Crisis,24
20115,Person in Crisis,68
20116,Suicide-related,62
20117,Person in Crisis,4
20118,Person in Crisis,64
20119,Suicide-related,40
20120,Overdose,73
20121,Person in Crisis,85
20122,Suicide-related,100
20123,Person in Crisis,124
20124,Suicide-related,63
20125,Person in Crisis,43
20126,Suicide-related,121
20127,Person in Crisis,170
20128,Person in Crisis,41
20129,Suicide-related,170
20130,Person in Crisis,71
20131,Person in Crisis,167
20132,Person in Crisis,98
20133,Person in Crisis,170
20134,Person in Crisis,74
20135,Overdose,85
20136,Suicide-related,27
20137,Person in Crisis,168
20138,Person in Crisis,169
20139,Person in Crisis,78
20140,Suicide-related,160
20141,Person in Crisis,61
20142,Person in Crisis,142
20143,Suicide-related,138
20144,Person in Crisis,86
20145,Person in Crisis,121
20146,Person in Crisis,59
20147,Suicide-related,65
20148,Suicide-related,73
20149,Person in Crisis,85
20150,Person in Crisis,84
20151,Person in Crisis,162
20152,Person in Crisis,78
20153,Person in Crisis,145
20154,Person in Crisis,79
20155,Person in Crisis,74
20156,Suicide-related,67
20157,Person in Crisis,85
20158,Person in Crisis,170
20159,Suicide-related,142
20160,Person in Crisis,156
20161,Person in Crisis,170
20162,Suicide-related,100
20163,Suicide-related,153
20164,Person in Crisis,30
20165,Person in Crisis,4
20166,Person in Crisis,157
20167,Person in Crisis,162
20168,Suicide-related,166
20169,Person in Crisis,124
20170,Person in Crisis,78
20171,Person in Crisis,147
20172,Person in Crisis,162
20173,Person in Crisis,154
20174,Person in Crisis,164
20175,Suicide-related,172
20176,Person in Crisis,63
20177,Person in Crisis,124
20178,Suicide-related,68
20179,Suicide-related,166
20180,Suicide-related,73
20181,Person in Crisis,95
20182,Person in Crisis,148
20183,Overdose,163
20184,Suicide-related,65
20185,Suicide-related,38
20186,Person in Crisis,87
20187,Person in Crisis,40
20188,Person in Crisis,7
20189,Overdose,11
20190,Suicide-related,108
20191,Person in Crisis,68
20192,Suicide-related,115
20193,Person in Crisis,65
20194,Suicide-related,171
20195,Overdose,92
20196,Person in Crisis,133
20197,Person in Crisis,59
20198,Suicide-related,69
20199,Suicide-related,122
20200,Person in Crisis,28
20201,Suicide-related,39
20202,Suicide-related,72
20203,Person in Crisis,162
20204,Suicide-related,63
20205,Person in Crisis,39
20206,Suicide-related,85
20207,Suicide-related,2
20208,Person in Crisis,170
20209,Person in Crisis,125
20210,Person in Crisis,78
20211,Person in Crisis,42
20212,Person in Crisis,110
20213,Person in Crisis,162
20214,Suicide-related,103
20215,Person in Crisis,69
20216,Person in Crisis,6
20217,Person in Crisis,62
20218,Suicide-related,116
20219,Person in Crisis,169
20220,Person in Crisis,2
20221,Suicide-related,124
20222,Suicide-related,113
20223,Suicide-related,2
20224,Suicide-related,164
20225,Suicide-related,68
20226,Suicide-related,91
20227,Person in Crisis,159
20228,Suicide-related,153
20229,Suicide-related,94
20230,Person in Crisis,27
20231,Suicide-related,102
20232,Person in Crisis,72
20233,Person in Crisis,124
20234,Suicide-related,107
20235,Person in Crisis,33
20236,Person in Crisis,159
20237,Person in Crisis,151
20238,Person in Crisis,78
20239,Person in Crisis,170
20240,Person in Crisis,107
20241,Person in Crisis,81
20242,Overdose,170
20243,Suicide-related,65
20244,Overdose,1
20245,Overdose,138
20246,Person in Crisis,78
20247,Person in Crisis,118
20248,Person in Crisis,122
20249,Person in Crisis,33
20250,Suicide-related,168
20251,Suicide-related,167
20252,Person in Crisis,143
20253,Person in Crisis,120
20254,Overdose,83
20255,Suicide-related,50
20256,Person in Crisis,166
20257,Person in Crisis,2
20258,Person in Crisis,71
20259,Suicide-related,120
20260,Person in Crisis,133
20261,Person in Crisis,96
20262,Person in Crisis,73
20263,Person in Crisis,163
20264,Person in Crisis,78
20265,Person in Crisis,65
20266,Person in Crisis,95
20267,Person in Crisis,114
20268,Person in Crisis,96
20269,Person in Crisis,27
20270,Suicide-related,58
20271,Overdose,170
20272,Person in Crisis,146
20273,Person in Crisis,159
20274,Overdose,152
20275,Suicide-related,125
20276,Suicide-related,70
20277,Person in Crisis,87
20278,Overdose,78
20279,Person in Crisis,73
20280,Suicide-related,171
20281,Person in Crisis,80
20282,Overdose,151
20283,Overdose,105
20284,Person in Crisis,118
20285,Suicide-related,56
20286,Person in Crisis,148
20287,Suicide-related,73
20288,Person in Crisis,170
20289,Suicide-related,16
20290,Person in Crisis,80
20291,Person in Crisis,37
20292,Person in Crisis,164
20293,Person in Crisis,174
20294,Person in Crisis,87
20295,Person in Crisis,73
20296,Suicide-related,87
20297,Person in Crisis,84
20298,Suicide-related,61
20299,Person in Crisis,78
20300,Person in Crisis,105
20301,Suicide-related,16
20302,Person in Crisis,70
20303,Person in Crisis,56
20304,Overdose,40
20305,Suicide-related,118
20306,Person in Crisis,124
20307,Person in Crisis,155
20308,Person in Crisis,30
20309,Suicide-related,166
20310,Person in Crisis,32
20311,Suicide-related,150
20312,Suicide-related,87
20313,Suicide-related,84
20314,Person in Crisis,4
20315,Overdose,87
20316,Suicide-related,113
20317,Suicide-related,84
20318,Suicide-related,168
20319,Person in Crisis,79
20320,Person in Crisis,38
20321,Person in Crisis,79
20322,Person in Crisis,100
20323,Person in Crisis,107
20324,Overdose,94
20325,Person in Crisis,78
20326,Person in Crisis,73
20327,Person in Crisis,73
20328,Person in Crisis,170
20329,Person in Crisis,170
20330,Person in Crisis,91
20331,Suicide-related,152
20332,Suicide-related,106
20333,Person in Crisis,59
20334,Person in Crisis,73
20335,Person in Crisis,72
20336,Suicide-related,56
20337,Suicide-related,119
20338,Person in Crisis,30
20339,Person in Crisis,50
20340,Person in Crisis,112
20341,Person in Crisis,88
20342,Suicide-related,128
20343,Person in Crisis,28
20344,Person in Crisis,167
20345,Person in Crisis,85
20346,Suicide-related,7
20347,Person in Crisis,156
20348,Person in Crisis,84
20349,Person in Crisis,78
20350,Person in Crisis,169
20351,Person in Crisis,170
20352,Suicide-related,153
20353,Person in Crisis,110
20354,Person in Crisis,71
20355,Person in Crisis,116
20356,Person in Crisis,119
20357,Overdose,162
20358,Person in Crisis,32
20359,Suicide-related,163
20360,Person in Crisis,169
20361,Person in Crisis,159
20362,Person in Crisis,55
20363,Person in Crisis,86
20364,Person in Crisis,119
20365,Person in Crisis,68
20366,Person in Crisis,128
